WKT,fid,O,D,length,walkwidth2,walkwidth,width,side,buile_MAX,build_ave,build_Min,katagawa,green_ori,bridge,tunnel,crosswalk_ori,roof,river,D/H,gradient2,gradient,maxspeed,O_altitude,D_altitude,crosswalk,pedst,green,walkratio
"LINESTRING (139.6456036 35.4382966,139.6455989 35.4383841,139.6455954 35.4384139,139.6455578 35.4386173,139.6455515 35.4386586)",1350,147,54,40.568,5.5,5.5,20,1,0,0,0,0,1,0,0,0,0,0,0,-0.007394991,-0.0074,,4.2,3.9,0,0,1,0.275
"LINESTRING (139.6302313 35.4459491,139.6301094 35.4458921)",1351,56,55,12.732,3,3,13,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,3.1,3.1,0,0,1,0.230769230769231
"LINESTRING (139.6301094 35.4458921,139.6299622 35.4457895,139.6297635 35.4456694,139.6294037 35.4454464,139.6292027 35.4453152)",1352,344,55,104.247,3,3,13,1,32,16.66666667,7,2,1,0,0,0,0,0,0.78,0.00191852,0.0019,,2.9,3.1,0,0,1,0.230769230769231
"LINESTRING (139.6288307 35.4456493,139.6288667 35.4456678,139.6290361 35.4457362,139.6292217 35.445787,139.6294429 35.4458194,139.6296964 35.4458566,139.6298954 35.4458833,139.6301094 35.4458921)",1353,342,55,120.091,3,3,9.5,1,26,14,10,1,2,0,0,0,0,1,0.678571429,0.001665404,0.0017,,2.9,3.1,0,0,1,0.31578947368421
"LINESTRING (139.6302313 35.4459491,139.630562 35.4456294)",1354,324,56,46.488,4.5,4.5,11.5,1,0,0,0,0,1,0,0,0,1,0,0,0.019359835,0.0194,,2.2,3.1,0,0,1,0.391304347826087
"LINESTRING (139.6308153 35.4463231,139.6307423 35.4462559,139.630527 35.4460946,139.6302313 35.4459491)",1355,328,56,67.768,3,3,9.5,1,0,0,0,0,2,0,0,0,0,1,0,0.017707473,0.0177,,1.9,3.1,0,0,1,0.31578947368421
"LINESTRING (139.6300235 35.4462729,139.6302313 35.4459491)",1356,245,56,40.629,1.5,1.5,4.5,1,0,0,0,0,0,1,0,0,0,0,0,-0.004922592,-0.0049,,3.3,3.1,0,0,0,0.333333333333333
"LINESTRING (139.6308898 35.4470666,139.6313313 35.4468464)",1357,228,57,46.893,2,2,6.5,1,0,0,0,0,0,1,0,0,0,0,0,-0.002132514,-0.0021,,3.1,3,0,0,0,0.307692307692308
"LINESTRING (139.631444 35.4467875,139.6313313 35.4468464)",1358,339,57,12.129,4,4,16.5,1,48,30,12,2,1,0,0,0,0,0,0.55,0.049468217,0.0495,,2.4,3,0,0,1,0.242424242424242
"LINESTRING (139.6308153 35.4463231,139.6308844 35.4463867,139.631148 35.4466804,139.6313313 35.4468464)",1359,328,57,74.728,3,3,9.5,1,0,0,0,0,2,0,0,0,0,1,0,0.014720051,0.0147,,1.9,3,0,0,1,0.31578947368421
"LINESTRING (139.6320082 35.4474081,139.6319737 35.4473872,139.6317431 35.4472182,139.6315727 35.447082,139.6313313 35.4468464)",1360,692,57,87.743,3,3,9.5,1,0,0,0,0,2,0,0,0,0,1,0,-0.001139692,-0.0011,,3.1,3,0,0,1,0.31578947368421
"LINESTRING (139.6292185 35.4476689,139.6288542 35.4478066,139.6287384 35.4478487)",1361,255,58,47.866,4,4,15.5,1,31,14.83333333,6,2,1,0,0,0,0,0,1.04494382,0.014624159,0.0146,,4.5,5.2,0,0,1,0.258064516129032
"LINESTRING (139.6285183 35.4475221,139.6286885 35.4477749,139.6287384 35.4478487)",1362,541,58,41.43,5.7,5.7,19.2,1,30,17,11,2,1,0,0,0,0,0,1.129411765,0.00724113,0.0072,,4.9,5.2,0,0,1,0.296875
"LINESTRING (139.629081 35.4483412,139.6288001 35.4479374,139.6287384 35.4478487)",1363,510,58,62.946,5.7,5.7,19.2,1,30,25.2,18,2,1,0,0,0,0,0,0.761904762,0.00476599,0.0048,,4.9,5.2,0,0,1,0.296875
"LINESTRING (139.6314917 35.4421976,139.6314216 35.442267)",1364,635,59,9.994,5.5,0,26,1,0,0,0,0,1,0,0,0,0,0,0,-0.010006004,-0.01,,1.2,1.1,1,0,0,0
"LINESTRING (139.6310136 35.4426388,139.6313374 35.4423437,139.6314216 35.442267)",1365,230,59,55.455,5.5,5.5,26,1,0,0,0,0,1,0,0,1,0,0,0,-0.001803264,-0.0018,,1.2,1.1,0,0,1,0.211538461538462
"LINESTRING (139.6314216 35.442267,139.6315263 35.4423493,139.6319999 35.4427217,139.6320527 35.4427632)",1366,341,59,79.453,5.5,5.5,24.5,1,0,0,0,0,1,0,0,0,0,0,0,-0.001258606,-0.0013,,1.2,1.1,0,0,1,0.224489795918367
"LINESTRING (139.6307225 35.4417888,139.630789 35.4418343,139.6312795 35.4421698,139.6314216 35.442267)",1367,378,59,82.695,5.5,5.5,24.5,1,0,0,0,0,1,0,0,0,0,0,0,0.001209263,0.0012,,1,1.1,0,0,1,0.224489795918367
"LINESTRING (139.6305965 35.4499837,139.6304797 35.4499247)",1368,142,60,12.449,8,0,25,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,3.2,3.2,1,0,0,0
"LINESTRING (139.6304797 35.4499247,139.6302379 35.4502349)",1369,528,60,40.859,5.5,5.5,28.5,1,0,0,0,0,1,0,0,0,0,0,0,0.004894882,0.0049,,3,3.2,0,0,1,0.192982456140351
"LINESTRING (139.6301659 35.4497664,139.6302765 35.449823,139.6303844 35.4498799,139.6304797 35.4499247)",1370,539,60,33.441,5.7,5.7,19.2,1,30,13,5,1,1,0,0,0,0,0,1.476923077,0.011961365,0.012,,2.8,3.2,0,0,1,0.296875
"LINESTRING (139.630792 35.4495195,139.6305619 35.4498193,139.6304797 35.4499247)",1371,254,60,53.201,5.5,5.5,28.5,1,39,33,30,2,1,0,0,0,0,0,0.863636364,0.00939832,0.0094,,2.7,3.2,0,0,1,0.192982456140351
"LINESTRING (139.6302061 35.4433397,139.6302858 35.4433991,139.6308671 35.4438328)",1372,340,61,81.19,4.5,4.5,12,1,0,0,0,0,1,0,0,0,0,0,0,-0.002463358,-0.0025,,1.6,1.4,0,0,1,0.375
"LINESTRING (139.6298277 35.4436673,139.630153 35.4433857,139.6302061 35.4433397)",1373,65,61,50.021,5.5,5.5,26,1,0,0,0,0,1,0,0,0,0,0,0,-0.005997481,-0.006,,1.7,1.4,0,0,1,0.211538461538462
"LINESTRING (139.6310136 35.4426388,139.6307426 35.4428826,139.6307129 35.4429093,139.6306828 35.442935,139.6305033 35.4430872,139.6302631 35.4432913,139.6302061 35.4433397)",1374,230,61,106.899,5.5,5.5,26,1,0,0,0,0,1,0,0,0,0,0,0,0.001870925,0.0019,,1.2,1.4,0,0,1,0.211538461538462
"LINESTRING (139.6296011 35.4428998,139.6301189 35.4432763,139.6302061 35.4433397)",1375,426,61,73.461,4.5,4.5,12,1,0,0,0,0,1,0,0,0,0,0,0,-0.001361267,-0.0014,,1.5,1.4,0,0,1,0.375
"LINESTRING (139.6298389 35.4411261,139.6297895 35.4411926)",1376,651,62,8.643,5,0,12.5,1,0,0,0,0,1,0,0,1,0,0,0,0,0,,1.1,1.1,1,0,0,0
"LINESTRING (139.6297895 35.4411926,139.6297435 35.4412616,139.6295403 35.4415699)",1377,231,62,47.642,5,5,12.5,1,0,0,0,0,1,0,0,0,0,0,0,-0.004197977,-0.0042,,1.3,1.1,0,0,1,0.4
"LINESTRING (139.6297895 35.4411926,139.6298478 35.4412308,139.6306567 35.4417468,139.6307225 35.4417888)",1378,378,62,107.421,5.5,5.5,24.5,1,0,0,0,0,1,0,0,0,0,0,0,0.000930917,0.0009,,1,1.1,0,0,1,0.224489795918367
"LINESTRING (139.6293296 35.4408859,139.6293931 35.4409283,139.6297394 35.4411592,139.6297895 35.4411926)",1379,420,62,53.842,5.5,5.5,24.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,,1.1,1.1,0,0,1,0.224489795918367
"LINESTRING (139.6289288 35.4424345,139.6286428 35.4428105)",1380,64,63,49.186,5,5,12.5,1,0,0,0,0,1,0,0,0,0,0,0,-0.010165494,-0.0102,,1.9,1.4,0,0,1,0.4
"LINESTRING (139.6289288 35.4424345,139.6292662 35.442668,139.6296011 35.4428998)",1381,426,63,79.913,4.5,4.5,12,1,0,0,0,0,1,0,0,0,0,0,0,-0.001251361,-0.0013,,1.5,1.4,0,0,1,0.375
"LINESTRING (139.6295403 35.4415699,139.6293107 35.4418964,139.6289288 35.4424345)",1382,231,63,110.957,5,5,12.5,1,0,0,0,0,1,0,0,0,0,0,0,0.00090125,0.0009,,1.3,1.4,0,0,1,0.4
"LINESTRING (139.6285064 35.4421182,139.6289288 35.4424345)",1383,446,63,51.974,4.5,4.5,12,1,0,0,0,0,1,0,0,0,0,0,0,-0.005772117,-0.0058,,1.7,1.4,0,0,1,0.375
"LINESTRING (139.6286428 35.4428105,139.6292316 35.443223)",1384,421,64,70.349,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0.001421484,0.0014,,1.8,1.9,0,0,0,0
"LINESTRING (139.6293935 35.4440463,139.6294453 35.4440011,139.6298277 35.4436673)",1385,171,65,57.647,5.5,5.5,26,1,0,0,0,0,1,0,0,0,0,0,0,-0.006938783,-0.0069,,2.1,1.7,0,0,1,0.211538461538462
"LINESTRING (139.6292316 35.443223,139.6297468 35.443607,139.6298277 35.4436673)",1386,421,65,73.19,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,-0.001366307,-0.0014,,1.8,1.7,0,0,0,0
"LINESTRING (139.633487 35.448858,139.6336591 35.4492264)",1387,104,66,43.83,5,5,16.5,1,38,38,38,1,1,0,0,0,0,1,0.434210526,0.004563085,0.0046,,1.9,2.1,0,0,1,0.303030303030303
"LINESTRING (139.6337917 35.44962,139.6336591 35.4492264)",1388,103,66,45.385,5,5,16.5,1,38,37.5,37,1,1,0,0,0,0,1,0.44,-0.024237083,-0.0242,,3.2,2.1,0,0,1,0.303030303030303
"LINESTRING (139.6362381 35.4482943,139.6361875 35.4483251,139.6358006 35.4485345)",1389,288,67,47.799,7.5,7.5,19,1,31,24.5,5,2,2,0,0,0,0,0,0.775510204,0.002092094,0.0021,,2,2.1,0,0,1,0.394736842105263
"LINESTRING (139.6405095 35.4460537,139.6404518 35.4460856,139.6395214 35.4465664,139.6394676 35.4465945)",1390,114,68,111.914,7.5,7.5,19,1,0,0,0,0,2,0,0,0,0,0,0,-0.004467716,-0.0045,,2.2,1.7,0,0,1,0.394736842105263
"LINESTRING (139.6403138 35.4458063,139.6405095 35.4460537)",1391,293,68,32.727,4.5,4.5,22.5,1,9,7.5,6,2,2,0,0,0,0,0,3,0.015277905,0.0153,,1.2,1.7,0,0,1,0.2
"LINESTRING (139.6401422 35.4455734,139.6401704 35.4456148,139.6403138 35.4458063)",1392,293,69,30.208,4.5,4.5,22.5,1,30,22.25,13,2,2,0,0,0,0,0,1.011235955,-0.009931144,-0.0099,,1.2,0.9,0,0,1,0.2
"LINESTRING (139.6390996 35.4461509,139.6391485 35.4461294,139.6400793 35.4456082,139.6401422 35.4455734)",1393,113,69,114.237,2,2,9.5,1,38,19.75,10,2,0,0,0,0,0,0,0.481012658,-0.001750746,-0.0018,,1.1,0.9,0,0,0,0.210526315789474
"LINESTRING (139.6361269 35.4446182,139.6359771 35.4444558,139.6359325 35.444408)",1394,725,70,29.265,5.5,5.5,17,1,63,29,7,2,2,0,0,0,0,0,0.586206897,0.020502307,0.0205,,1.4,2,0,0,1,0.323529411764706
"LINESTRING (139.636701 35.4438147,139.6365835 35.4438921,139.6365323 35.4439258,139.6363993 35.4440191,139.6361881 35.4441806,139.6360562 35.4442935,139.6359325 35.444408)",1395,138,70,96.082,5,5,15.5,1,42,23.66666667,7,2,0,0,0,0,0,0,0.654929577,0.012489332,0.0125,,0.8,2,0,0,0,0.32258064516129
"LINESTRING (139.6352138 35.4450583,139.6352614 35.4450159,139.6355384 35.4447707,139.6358732 35.44447,139.6358944 35.4444509,139.6359325 35.444408)",1396,642,70,97.336,5,5,17,1,63,32.5,7,2,0,0,0,0,0,0,0.523076923,0.006164215,0.0062,,1.4,2,0,0,0,0.294117647058823
"LINESTRING (139.6365325 35.4450461,139.6366861 35.4452118,139.6367375 35.4452682)",1397,306,71,30.9,3.5,3.5,13,1,30,30,30,2,2,0,0,0,0,0,0.433333333,0.009708738,0.0097,,0.9,1.2,0,0,1,0.269230769230769
"LINESTRING (139.6367375 35.4452682,139.6359994 35.4456693,139.635873 35.4457381)",1398,645,71,94.144,6,6,33,1,31,30,29,2,2,0,0,0,0,0,1.1,0.001062203,0.0011,,1.1,1.2,0,0,1,0.181818181818182
"LINESTRING (139.6375769 35.4448046,139.6367375 35.4452682)",1399,310,71,91.866,6,6,33,1,30,30,30,2,2,0,0,0,0,0,1.1,0.004354168,0.0044,,0.8,1.2,0,0,1,0.181818181818182
"LINESTRING (139.6367893 35.4453217,139.6367375 35.4452682)",1400,652,71,7.577,3.5,0,13,1,0,0,0,0,2,0,0,1,0,0,0,0,0,,1.2,1.2,1,0,0,0
"LINESTRING (139.6371917 35.4457669,139.6382104 35.4452017,139.6382499 35.4451782)",1401,109,72,116.08,3.5,3.5,12,1,31,25,5,2,0,0,0,0,0,0,0.48,0.004307374,0.0043,,0.9,1.4,0,0,0,0.291666666666667
"LINESTRING (139.6362462 35.4462925,139.6363543 35.4462304,139.6371917 35.4457669)",1402,108,72,103.691,3.5,3.5,12,1,31,25,10,2,0,0,0,0,0,0,0.48,0.003857615,0.0039,,1,1.4,0,0,0,0.291666666666667
"LINESTRING (139.637392 35.445988,139.6371917 35.4457669)",1403,300,72,30.556,4,4,12.5,1,0,0,0,0,2,0,0,0,0,0,0,0.00327268,0.0033,,1.3,1.4,0,0,1,0.32
"LINESTRING (139.6383772 35.4471624,139.6383475 35.4471104,139.6382267 35.4469414)",1404,292,73,28.123,5.5,5.5,17,1,30,26.5,23,2,2,0,0,0,0,0,0.641509434,-0.024890659,-0.0249,,2.1,1.4,0,0,1,0.323529411764706
"LINESTRING (139.6394676 35.4465945,139.6394139 35.4466232,139.6383772 35.4471624)",1405,114,73,117.235,7.5,7.5,19,1,0,0,0,0,2,0,0,0,0,0,0,-0.006823901,-0.0068,,2.2,1.4,0,0,1,0.394736842105263
"LINESTRING (139.638683 35.4475826,139.6385531 35.4474108,139.6384074 35.4472148,139.6383772 35.4471624)",1406,127,73,54.353,5.5,5.5,17,1,68,25.25,10,0,2,0,0,0,0,0,0.673267327,-0.022077898,-0.0221,,2.6,1.4,0,0,1,0.323529411764706
"LINESTRING (139.6394192 35.4485805,139.6393679 35.4485144)",1407,76,74,8.696,5.5,0,17,1,0,0,0,0,2,0,0,1,0,0,0,0,0,,2.5,2.5,1,0,0,0
"LINESTRING (139.6394192 35.4485805,139.639491 35.4485462,139.6404328 35.4480601,139.6404997 35.4480275)",1408,116,74,115.596,5,5,25.4,0,0,0,0,0,0,0,0,0,0,0,0,-0.004325409,-0.0043,,3,2.5,0,0,0,0.196850393700787
"LINESTRING (139.6396606 35.4489136,139.6394564 35.4486307,139.6394192 35.4485805)",1409,84,74,43.012,5.5,5.5,17,1,0,0,0,0,2,0,0,0,0,0,0,-0.004649865,-0.0046,,2.7,2.5,0,0,1,0.323529411764706
"LINESTRING (139.6391736 35.450178,139.6392386 35.4501469,139.6401671 35.449704,139.6402302 35.449674)",1410,94,75,110.909,7,7,24.5,1,32,28.25,21,2,0,0,0,0,0,0,0.867256637,0,0,,2.5,2.5,0,0,0,0.285714285714286
"LINESTRING (139.6413195 35.4491516,139.6412454 35.4491869,139.6407383 35.4494302,139.640682 35.4494572,139.6403085 35.4496364,139.6402302 35.449674)",1411,117,75,114.5,7,7,24.5,1,39,39,39,1,0,0,0,0,0,0,0.628205128,-0.000873362,-0.0009,,2.6,2.5,0,0,0,0.285714285714286
"LINESTRING (139.6402302 35.449674,139.6401741 35.4495988,139.640072 35.4494666,139.6400379 35.4494167)",1412,81,75,33.502,5.5,5.5,17,1,29,20.5,12,2,2,0,0,0,0,0,0.829268293,-0.029848964,-0.0298,,3.5,2.5,0,0,1,0.323529411764706
"LINESTRING (139.6393679 35.4485144,139.6393291 35.4484627,139.639056 35.4480887,139.6390274 35.4480331)",1413,122,76,61.83,5.5,5.5,17,1,38,21.33333333,7,2,2,0,0,0,0,0,0.796875,-0.006469351,-0.0065,,2.9,2.5,0,0,1,0.323529411764706
"LINESTRING (139.6404587 35.4479659,139.6403902 35.4480014,139.6402509 35.4480724,139.6394399 35.4484783,139.6393679 35.4485144)",1414,115,76,116.118,5,5,25.4,0,46,25.25,17,2,0,0,0,0,0,0,1.005940594,-0.004305965,-0.0043,,3,2.5,0,0,0,0.196850393700787
"LINESTRING (139.6415573 35.4473987,139.6414714 35.4474479,139.6405173 35.4479366,139.6404587 35.4479659)",1415,115,77,117.831,5,5,25.4,0,0,0,0,0,0,0,0,0,0,0,0,0.003394692,0.0034,,3,3.4,0,0,0,0.196850393700787
"LINESTRING (139.6416345 35.4473544,139.6415573 35.4473987)",1416,78,77,8.554,5.5,0,17,1,0,0,0,0,2,0,0,0,0,0,0,0,0,,3.4,3.4,1,0,0,0
"LINESTRING (139.6411739 35.446914,139.6415028 35.4473307,139.6415573 35.4473987)",1417,124,77,64.117,4.5,4.5,22.5,1,29,21.66666667,17,2,2,0,0,0,0,0,1.038461538,0.003119298,0.0031,,3.2,3.4,0,0,1,0.2
"LINESTRING (139.6416345 35.4473544,139.6415827 35.4472882,139.6412569 35.446874)",1418,125,78,63.43,4.5,4.5,22.5,1,29,21.66666667,17,2,2,0,0,0,0,0,1.038461538,0.003153082,0.0032,,3.2,3.4,0,0,1,0.2
"LINESTRING (139.6426368 35.4467583,139.6424904 35.4468498,139.6417107 35.4473108,139.6416345 35.4473544)",1419,79,78,112.421,4.5,4.5,23.5,1,43,31.33333333,22,2,1,0,0,0,0,0,0.75,0,0,,3.4,3.4,0,0,1,0.191489361702128
"LINESTRING (139.6416844 35.4474178,139.6416345 35.4473544)",1420,655,78,8.374,4.5,0,22.7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,3.4,3.4,1,0,0,0
"LINESTRING (139.6436821 35.4461415,139.6435971 35.4461974,139.6430725 35.4464887,139.6427654 35.4466617,139.6426368 35.4467583)",1421,717,79,117.075,4.5,4.5,23.5,1,0,0,0,0,1,0,0,0,0,0,0,-0.000854153,-0.0009,,3.5,3.4,0,0,1,0.191489361702128
"LINESTRING (139.6437408 35.4461134,139.6436821 35.4461415)",1422,717,80,6.167,4.5,0,23.5,1,0,0,0,0,1,0,0,1,0,0,0,0,0,,3.5,3.5,1,0,0,0
"LINESTRING (139.644539 35.4456925,139.644474 35.4457261,139.6438263 35.4460687,139.6437408 35.4461134)",1423,187,80,86.132,4.5,4.5,23.5,1,0,0,0,0,1,0,0,0,0,0,0,-0.003483026,-0.0035,,3.8,3.5,0,0,1,0.191489361702128
"LINESTRING (139.6400379 35.4494167,139.6396606 35.4489136)",1424,84,81,65.556,5.5,5.5,17,1,41,36,31,2,2,0,0,0,0,0,0.472222222,0.012203307,0.0122,,2.7,3.5,0,0,1,0.323529411764706
"LINESTRING (139.6400379 35.4494167,139.6390322 35.4499024,139.6389804 35.4499275)",1425,93,81,111.364,2.5,2.5,11,1,0,0,0,0,1,0,0,0,0,0,0,0.00718365,0.0072,,2.7,3.5,0,0,1,0.227272727272727
"LINESTRING (139.6411288 35.4488948,139.6410759 35.448921,139.6400379 35.4494167)",1426,243,81,114.598,2.5,2.5,11,1,0,0,0,0,1,0,0,0,0,0,0,0.006980925,0.007,,2.7,3.5,0,0,1,0.227272727272727
"LINESTRING (139.6419362 35.4477606,139.6417558 35.4475216,139.6417325 35.4474901,139.6416844 35.4474178)",1427,655,82,44.431,4.5,4.5,22.7,1,0,0,0,0,0,0,0,0,0,0,0,-0.009002723,-0.009,,3.4,3,0,0,0,0.198237885462555
"LINESTRING (139.6418629 35.4478035,139.6419362 35.4477606)",1428,83,82,8.176,3.5,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,3,1,0,0,0
"LINESTRING (139.6423461 35.4483073,139.6421012 35.4479751,139.6419362 35.4477606)",1429,241,82,71.237,5,5,22.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,3,0,0,0,0.222222222222222
"LINESTRING (139.6418629 35.4478035,139.6420303 35.448011,139.6422735 35.4483421)",1430,242,83,70.514,5,5,22.5,1,0,0,0,0,0,0,0,0,0,0,0,0.002836316,0.0028,,2.8,3,0,0,0,0.222222222222222
"LINESTRING (139.6407474 35.4483686,139.6408061 35.4483398,139.6417988 35.4478362,139.6418629 35.4478035)",1431,118,83,118.991,3.5,3.5,15,1,0,0,0,0,1,0,0,0,0,0,0,-0.0008404,-0.0008,,3.1,3,0,0,1,0.233333333333333
"LINESTRING (139.6396606 35.4489136,139.64069 35.4483949,139.6407474 35.4483686)",1432,118,84,115.608,3.5,3.5,15,1,32,18.6,8,2,0,0,0,0,0,0,0.806451613,-0.003459968,-0.0035,,3.1,2.7,0,0,0,0.233333333333333
"LINESTRING (139.638609 35.4494474,139.6386623 35.4494188,139.6396606 35.4489136)",1433,92,84,112.238,3.5,3.5,15,1,0,0,0,0,0,0,0,0,0,0,0,0.001781928,0.0018,,2.5,2.7,0,0,0,0.233333333333333
"LINESTRING (139.6375386 35.4499881,139.6376153 35.449952,139.6385524 35.4494762,139.638609 35.4494474)",1434,92,85,114.092,3.5,3.5,15,1,0,0,0,0,0,0,0,0,0,0,0,-0.000876486,-0.0009,,2.5,2.4,0,0,0,0.233333333333333
"LINESTRING (139.6377259 35.4502085,139.6375386 35.4499881)",1435,289,85,29.807,5.5,5.5,26,1,0,0,0,0,2,0,0,0,0,0,0,0,0,,2.4,2.4,0,0,1,0.211538461538462
"LINESTRING (139.636399 35.450141,139.636838 35.4499227,139.6372227 35.4497226)",1436,97,86,87.934,4.5,4.5,25.5,1,0,0,0,0,1,0,0,0,0,0,0,-0.002274433,-0.0023,,2.5,2.3,0,0,1,0.176470588235294
"LINESTRING (139.637155 35.4496385,139.6372227 35.4497226)",1437,681,86,11.183,5.5,0,26,1,0,0,0,0,2,0,0,1,0,0,0,0,0,,2.3,2.3,1,0,0,0
"LINESTRING (139.6379083 35.4504405,139.6377777 35.4502725,139.6377259 35.4502085)",1438,289,87,30.636,5.5,5.5,26,1,0,0,0,0,2,0,0,0,0,0,0,0,0,,2.4,2.4,0,0,1,0.211538461538462
"LINESTRING (139.6389804 35.4499275,139.6389222 35.4499558,139.6379756 35.4504086,139.6379083 35.4504405)",1439,93,87,112.627,2.5,2.5,11,1,0,0,0,0,1,0,0,0,0,0,0,-0.00266366,-0.0027,,2.7,2.4,0,0,1,0.227272727272727
"LINESTRING (139.6345646 35.4456508,139.6343101 35.4454876)",1440,281,88,29.34,7,7,20,1,0,0,0,0,0,0,1,0,0,0,0,0.017041581,0.017,,1.3,1.8,0,0,0,0.35
